idManifestacion	place	entity	date	lugarPublicacionOriginal
257184	España. Alcalá de Henares		1585	Compluti : Ioannes Iñiguez à Lequerica excudebat, 1585.
257185	España. Salamanca		1581	Salmanticae : typis haeredum M. Gastii, 1581.
257187	Francia. París.		1626	A Paris : chez Charles Hulpeau..., 1626.
257188	Países Bajos. Leiden.		1750	A Leiden : [s.n.], 1750.
257189	Alemania. Frankfurt am Main.		1620	Francofurti : typis Hartmanni Palthenii : sumptibus Lucae Jennis, 1620
257191	Alemania. Frankfurt am Main		1617	Francof. : apud Luca Iennis, 1617.
257208	España. Madrid.		1633	En Madrid : por Francisco Martinez, 1633.
257213	Francia. Rouen.		1611	Rothomagi : apud Richardum Allemanum, 1611.
257214	España. Valencia.		1649	En Valencia : por Siluestre Esparsa, 1649
257220	España. Salamanca.	die vero xij nouembris	1501	Impressum Salmantice : per Ioannem gysser ..., 1501 die vero xij nouembris.
257221	España. Burgos.		1501	Impressum Burgis : per Federicum alemanum, 1501.
257223	España. Madrid.		1786	[S.l.] : En la Imprenta Real, 1786.
257224	Francia. París.		1814	A Paris : chez L.G. Michaud ..., 1814.
257225	España. Madrid.		1674	En Madrid : por Bernardo Hervada : a costa de Gabriel de Leon ..., 1674.
257226	España. Madrid.		1682	Impressa en Madrid : en la oficina de Melchor Aluarez, 1682
257228	España. Madrid.		1814	Madrid : en la Imprenta de Vega y Compañia, 1814.
257230	Países Bajos. La Haya		1720	A La Haye : chez la veuve d'Adrien Moetjens, 1720.
257231	España. Madrid.		1789	En Madrid : en la oficina de Blas Roman, 1789.
257232	España. Madrid.		1793	Madrid : en la imprenta de la viuda é hijo de Marin, 1793.
257233	Francia. Troyes.		1618	Tricassibus : sumptibus Petri Chevillot, 1618.
257235	Francia. Lyon.		1550	Lugduni : apud Godefridum &amp; Marcellum Beringos fratres, 1550.
257236	Bélgica. Amberes.		1723	Antuerpiae : apud Iacobum du Moulin, 1723.
257237	España. Tortosa.		1641	En Tortosa : en la imprenta de Francisco Martorell, 1641.
257243	España. Madrid.		1715	En Madridn : en la imprenta de Francisco Antonio de Villadiego, 1715.
257244	España. Madrid.		1716	En Madrid : en la Imprenta de Francisco Antonio de Villadiego, 1716.
257246	Paises Bajos. Amsterdam.		1638	t'Amsterdam : gedruckt bij Willem en Johan Blaeu ..., 1638.
257248	España. Zaragoza.		1651	En Çaragoça : por Iuan de Ybar, 1651.
257249	España. Pamplona.		1605	Impresso en Pamplona : por Mathias Mares... : a costa de Hernando de Espinal..., 1605
257250	España. Orihuela.		1794	Orihuela : reimpresa por Antonio Santa Maria, 1794.
257252	España. Sevilla.		1549	[Seuilla] : e[n] casa d[e] dominico [sic] de Robertis ..., 1549
257253	España. Barcelona.		1570	Barcinone : apud Claudium Bornat, 1570.
257254	España. Madrid.		1692	En Madrid : en la Oficina de Melchor Alvarez, 1692.
257255	España. Huesca.		1641	En Huesca : por Iuan Francisco de Larumbe ..., 1641.
257256	España. Huesca.		1656	En Huesca : por Iuan Francisco de Larumbe ..., 1656.
257260	España. Sevilla.		1516	Impressa e[n] ... Seuilla : por Iacobo Cro[m]berguer..., 1516.
257262	España. Madrid.		1628	Matriti : ex typographia Regia, 1628.
257265	España. Zaragoza.		1554	Çaragoza : en casa de Augustin Millan, 1554.
257267	España. Madrid.		1629	En Madrid : por Iuan Gonzalez, 1629.
257268	Gran Bretaña. Londres.		1632	Imprinted at London : by Nicholas Okes : and are to sold by Nicholas Fussell and Humphery Mosley ..., 1632.
257269	Portugal. Lisboa.	22 Outubro	1540,	[Lisboa] : em casa de Luis Rodriguez liureiro de sus alteza, 1540, 22 Outubro.
257271	México. México(Ciudad)		1807	[México] : en la imprenta de la calle de Santo Domingo los Diarios ..., 1807.
257272	España. Valladolid.		1606	En Valladolid : por Iuan Godinez de Millis, 1606
257273	España. Madrid.		1612	En Madrid : por Alonso Martin de Balboa : a costa de Alonso Perez ..., 1612
257276	México. México(Ciudad)		1681	En Mexico : por Francisco Rodriguez Lupercio, 1681.
257283	Filipinas. Manila		1753	En Manila : en la imprenta de la Compañia de Iesus : por Don Nicolas de la Cruz Bagay, 1753
257284	Paises Bajos. Amsterdam.		1670	Amstelaedami : apud Joannem Blaeu, 1670
257286	España. Madrid.		1752	En Madrid : en la imprenta de Manuel de Moya, 1752.
257287	Gran Bretaña. Londres.		1698	London : printed by R.R. for Ri. Chiswell ..., 1698.
257288	Gran Bretaña. Londres.		1691	London : printed for Christopher Bateman ..., 1691.
257290	España. Madrid.		1582	En Sevilla : encasa [sic] de Andrea Pescioni, 1582.
257291	Alemania. Leipzig.		1681	Leipzig : verlegts Johann Christian Wohlfart, 1681.
257292	España. Madrid.		1663	En Madrid : por Ioseph Fernandez de Buendia, 1663.
257293	España. Madrid.		1609	En Madrid : por Alonso Martin, 1609.
257297	México. México (Ciudad)		1609	En Mexico : en casa de Geronymo Balli : por Cornelio Adriano Cesar, 1609.
257298	España. Madrid.		1667	En Madrid : por los herederos de Pablo de Val : a costa de Lorenço de Ibarra ..., 1667
257299	Gran Bretaña. Londres.		1800	London : printed by W. Bulmer and co. ... and sold by Messrs. G. and W. Nicol ..., 1800.
257300	Paises Bajos. Amsterdam.		1609	Imprimé à Amsterdam : chez Cornille Nicolas ..., 1609.
257302	Alemania. Lemgo.		1712	Lemgoviae : typis &amp; impensis Henrici Wilhelmi Meyeri ..., 1712.
257305	Alemania. Rostock.		1765	Rostock : verlegts Johann Christian Koppe, 1765.
257306	Portugal. Lisboa.		1621	Lisboa : por Iuan Rodriguez, 1621
257307	España. Barcelona.		1601	En Barcelona : en la emprenta de Gabriel Graells y Giraldo Dotil, 1601
257309	España. Valladolid.		1604	[Valladolid] : en S. Pablo de Valladolid : por Pedro Lasso, 1604
257310	España. Sevilla.		1621	En Sevilla : por Gabriel Ramos Veiarano, 1621.
257311	Portugal. Lisboa.		1666	Lisboa : en la officina de Henrique Valente de Oliueira ..., 1666
257312	España. Salamanca.		1562	Salmanticae : excudebat Andreas à Portonarijs ..., 1562.
257313	Bélgica. Lovaina.	Mense Iulio	1531,	Louanii : apud Seruatium Zaffenum, 1531, Mense Iulio.
257314	Portugal. Lisboa.		1612	Em Lisboa : impresso por Pedro Craesbeeck, 1612.
257315	Francia. La Rochelle		1677	Rupellae : apud Petrum Sauouret, 1677.
257316	España. Madrid.	por Iuan Flamenco	1601	En Mad : en la emplenta [sic] Real, 1601 (por Iuan Flamenco)
257317	España. Zaragoza.		1550	Caragoça : en casa de Pedro Bernuz, 1550.
257318	España. Madrid.		1657	En Madrid : en la imprenta Real, 1657.
257320	Portugal. Lisboa.		1614	Em Lisboa : impresso por Pedro Craesbeeck, 1614.
257321	Bélgica. Amberes.		1610	Antuerpiae : ex Officina Plantiniana apud Ioannem Moretum, 1610.
257324	Bélgica. Amberes.		1727	Antuerpiae : apud Jacobum du Moulin, 1727.
257328	España. Madrid.		1808	Madrid : por Gomez Fuentenebro y Compañía, 1808.
257329	Francia. París.		1533	Parisiis : apud Michaelem Vascosanum ..., 1533.
257330	España. Salamanca.		1541	Excudebatur Salman[ticae] : apud Petrum de Castro, 1541
257336	España. Madrid.		1617	Impressas ... en Madrid : en la emprenta Real, 1617.
257337	España. Madrid.		1814	Madrid : en la Imprenta Real, 1814.
257339	España. Madrid.		1808	Madrid : en la Imprenta Real, 1808.
257341	España. Madrid.		1808	Madrid : en la Imprenta Real, 1808.
257342	España. Madrid.		1808	Madrid : en la Imprenta Real, 1808.
257343	España. Madrid.		1815	Madrid : en la Imprenta Real, 1815.
257344	España. Madrid.		1815	Madrid : en la Imprenta Real, 1815.
257345	España. Madrid.		1815	Madrid : en la Imprenta Real, 1815.
257346	España. Madrid.		1815	Madrid : en la Imprenta Real, 1815.
257347	España. Madrid.		1816	Madrid : en la Imprenta Real, 1816.
257348	España. Madrid.		1620?	[Madrid? : s.n., 1620?]
257349	España. Madrid.		1816	Madrid : Imprenta Real, 1816.
257350	España. Madrid.		1817	Madrid : en la Imprenta Real, 1817.
257351	España. Madrid.		1818	Madrid : en la Imprenta Real, 1818.
257360	Espanya. València		1806	Valencia : Oficina de Benito Monfort, 1806
257361	Espanya. València		1697	Valencia : Imp. de Jayme de Bordázar y Artazu, 1697
257370	Espanya. València		1790	En Valencia : PorJosef y Tomas de Orga, 1790
257371	Espanya. València		1810	Valencia : En la Imprenta de D. Benito Monfort, 1810
257374	Espanya. València		1804	Valencia : Oficina de Joseph Estévan, 1804
257375	Espanya. València		1808	Valencia : Burguete : Se hallará en la Librería de Josef Cárlos Navarro ..., 1808
257376	Espanya. València		1808	Valencia : Imp. Josef de Orga, 1808
257377	Espanya. València		1809	Valencia : Imp. del Diario, 1809
257378	Espanya. València		1809	Valencia : Oficina del Diario, 1809
257379	Espanya. València		1809	Valencia : Por la Viuda de Martín Peris : [Se hallará en la Libreria de Miguel Domingo ...], 1809
257380	Espanya. València		1809	Valencia : Viuda de Martín Peris : [Se hallará en la Librería de Miguel Domingo ... ], 1809
257381	Espanya. València		1810	Valencia : Francisco Brusòla, 1810
257382	Espanya. València		1811	Valencia : Francisco Brusòla, 1811
257383	Espanya. València		1809	Valencia : Oficina de Miguel Estevan, 1809
257384	Espanya. Madrid		1789	Madrid : Por don Antonio de Sancha : se hallará en su casa en la Aduana Vieja, 1789
257386	Espanya. Madrid		1805	En Madrid : en la Imprenta de Sancha, 1805
257387	Espanya. València		1536	Valencia : [s.n.], 1536
257388	Espanya. València	Valençia	1515	per Johan Joffre, 1515 Valençia
257391	França. Lió		1544	Lugduni : Iacobus Giunti, 1544
257392	Espanya. València		1597	Valentiae : apud Petru Patricium, 1597
257393	Itàlia. Brescia	Apud Ludouicum Sabiensem,	1563	Brixiae : Ad instantiam Io. Baptistae Bozolae : 1563 [Apud Ludouicum Sabiensem],
257394	Suïssa. Basilea		1534	Basileae : excudebat Henricus Petrus, 1534
257395	Espanya. Saragossa		1561	Caesar-Agvstae : apud Bartholomaeum Marcum, 1561
257396	Espanya. Barcelona		1589	En Barcelona : en casa de Iayme Cendrad..., 1589
257397	Itàlia. Roma	Romae Iacobum Ruffinellum,	1590	apud Iacobum Tornerium : 1590 Romae [Iacobum Ruffinellum],
257398	Espanya. Madrid		1590	En Madrid : por Pedro Madrigal, 1590
257399	Espanya. Alcalá de Henares		1530	Compluti : apud Michaele d'Eguia, 1530
257400	Espanya. València		1522	Valencia : por ... Iuan Ioffre, 1522
257401	Espanya. Sevilla		1588	En Seuilla : por Fernando Diaz, 1588
257402	Espanya. Saragossa		1587	Caesaraugustae : ex officina Simonis a Portonarijs..., 1587
257403	Espanya. Barcelona		1547	Barcelona : per Carles Amoros y ha despesas de mossen Jaume Manescal y mossen Raphael Deuder major y mossen Ionot Gordiola y mossen Ionot Trinxer..., 1547
257404	Espanya. Sevilla		1552	Impresso en Seuilla : en casa de Sebastia trugillo, 1552
257405	Espanya. Sevilla		1552	Seuilla : en casa de Sebastian Trugillo..., 1552
257406	Espanya. Sevilla		1552	Seuilla : en casa de Sebastian Trugillo..., 1552
257407	Espanya. Sevilla		1552	Seuilla : en casa de Sebastian Trugillo..., 1552
257408	Espanya. Sevilla		1552	Seuilla : en las casas de Iacome Croberger, 1552
257410	Espanya. Conca		1538	Cuenca : por Guillermo Reymon ..., 1538
257411	Suïssa. Basilea		1556	Basileae : apud Hieron Frobenium et Nicolaum Episcopium, 1556
257412	Itàlia. Venècia		1543	In Venetia : per Michele Tramezino, 1543
257413	Bèlgica. Ambers		1552	En Anuers : en casa de Martin Nucio, 1552
257414	Bèlgica. Ambers		1576	Antuerpiae : ex officina Christofori Plantini..., 1576
257415	Espanya. Sevilla		1551	Seuilla : en casa de Anton Aluarez..., 1551
257416	Espanya. Sevilla		1530	Seuilla : por Iua Cromberger, 1530
257417	Espanya. València		1582	Valentiae : ex typographia viduae Petri Huete..., 1582
257418	Espanya. València		1584	Impresso en Valencia : en casa de la viuda de Pedro de Huete, 1584
257420	Itàlia. Venècia		1587	Venetiis : apud Iuntas, 1587
257426	Espanya. Alcalá de Henares		1546	Alcala de Henares : en casa de Jua de Brocar, 1546
257428	Espanya. Alcalá de Henares		1533	Impressum Compluti : per Michaelem de Eguia, 1533
257430	Espanya. Alcalá de Henares		1573	En Alcala : por Iuan Gracian, 1573
257431	Espanya. Alcalá de Henares		1573	En Alcala : por Iuan Gracian, 1573
257432	Espanya. Alcalá de Henares		1573	En Alcala de Henares : por Iuan Gracian, 1573
257434	Espanya. Madrid		1599	En Madrid : en casa de Pedro Madrigal, 1599
257435	Espanya. Toledo		1562	Impressa en Toledo : en casa de Miguel Ferrer..., 1562
257436	Portugal. Lisboa		1567	Lisboa : en la emprenta de Manuel Iuan, 1567
257438	Espanya. València		1591	Impressa en Valencia : en casa de los herederos de Iuan Nauarro, 1591
257439	Suïssa. Basilea		1544	Basileae : excudebat Henrichus Petri, 1544
257441	Espanya. Barcelona		1534	Barçelona : per Carles Amoros ..., 1534
257442	Suïssa. Basilea		1572	Basileae : apud Petrum Pernam, 1572
257443	Itàlia. Venècia		1595	Venetiis : apud Marcum Antonium Zalterium, 1595
257445	França. París		1520	Impressum Parrhisij : sumptibus Ioannis Petit, 1520
257448	Espanya. Alcalá de Henares		1552	Alcala de Henares : en casa del señor Iuan de Brocar, 1552
257451	Espanya. Salamanca		1557	Salmanticae : apud Ioannem Mariam da Terra noua &amp; Iacobum Archarium, 1557
257452	Espanya. Barcelona		1563	Impressa en Barcelona : por Claude Bornat..., 1563
257455	Suïssa. Basilea		1542	Basileae : in Officine Isingriniana, 1542
257459	Espanya. Sevilla		1580	En Seuilla : en casa de Fernando Diaz, 1580
257460	Suïssa. Basilea		1542	Basileae : apud Hier. Frobenium et Nic. Episcopium, 1542
257461	França. París		1508	[Parisiis] : Venundatur... ab iohanne paruo [et] ipso Ascensio, 1508
257462	Espanya. Alcalá de Henares	En Alcala de Henares	1543	en casa de Ioa de Brocar, 1543 En Alcala de Henares
257463	Espanya. Burgos	Burgos	1525	por Alõso de Melgar, 1525 Burgos
257464	Espanya. Madrid	En Madrid	1569	en casa de Alonso Gomez ..., 1569 (En Madrid)
257466	Espanya. València		1597	Impressa en Valencia : en casa de Pedro Patricio : Vendense en casa de Gabriel Ribas ..., 1597
257467	França. París		1561	Parisiis : apud Guil. Morelium ... et Gulielmum Guillard ac Almaricu Warancore ..., 1561
257468	Itàlia. Riva del Garda		1562	Ripae : [s.n.], 1562
257470	Espanya. Salamanca		1590	Salmanticae : apud Ioannem &amp; Andream Renaut, 1590
257471	Itàlia. Riva del Garda		1562	Ripae : [s.n.], 1562
257472	Itàlia. Bolonya		1563	Bononiae : Peregrinus Bonardus excudebat, 1563
257473	Itàlia. Brescia		1563	Brixiae : ad instantiam Io. Baptistae Bozolae, 1563
257474	Itàlia. Brescia		1563	Brixiae : expensis Philippi de Salis, 1563
257475	Itàlia. Bolonya		1563	Bononiae : apud Peregrinum Bonardum, 1563
257477	França. Lió		1582	Lugduni : apud Carolum Pesnot, 1582
257478	Itàlia. Venècia		1563	Venetiis : ex officina Iordani Zileti, 1563
257479	Itàlia. Pàdua		1563	Patavii : Apud Cristophorum gryphium, 1563
257480	Itàlia. Brescia		1562	Brixiae : apud Damianum Turlinum, 1562
257482	Itàlia. Brescia		1562	Brixiae : apud Damianum Turlinum, 1562
257483	Itàlia. Riva del Garda		1562	Ripae : ad instantiam Baptistae Bozolae, 1562
257486	Espanya. Salamanca		1565	Salamanticae : apud Ioaunem a Canova, 1565
257488	Itàlia. Pàdua		1562	Patauii : Ex officina Iaurentii Pasquatii &amp; Sociorum, 1562
257489	Itàlia. Pàdua		1563	Patauii : Apud Christophorum Gryphium, 1563
257490	Itàlia. Brescia		1562	Brixiae : Apud Ludouicum Sabiensem, 1562
257491	Itàlia. Roma		1586	Romae : ex typographia Dominici Basae, 1586
257492	Espanya. Salamanca		1555	En Salamanca : en casa de Iuan de Canova, 1555
257493	Itàlia. Riva del Garda		1562	Ripae : ad instantiam Petri Antonii Alciatis, 1562
257494	Itàlia. Riva del Garda		1563	Ripae : Ad instantiam Ioannis Baptistae Bozollae, 1563
257495	Itàlia. Brescia		1561	Brixiae : apud Ludovicum Sabiensem, 1561
257496	Itàlia. Pàdua		1563	Patavii : apud Christophorum Gryphium, 1563
257497	Itàlia. Brescia		1562	Brixiae : Apud Ludouicum Sabiensem, 1562
257498	Itàlia. Riva del Garda		1562	Ripae : ad instantiam Baptistae Bozolae, 1562
257499	Itàlia. Riva del Garda		1563	Ripae : ad instantiam Ioannis Baptistae Bozolae, 1563
257500	Itàlia. Brescia		1563	Brixiae : ad instantiam Io. Baptistae Bozolae, 1563
257501	Bèlgica. Ambers		1581	Antuerpiae : ex officina Christophori Plantini ..., 1581
257502	Itàlia. Brescia		1562	Brixiae : apud Ioannem Baptistam Bozolae, 1562
257503	Suïssa. Basilea		1551	Basileae : apud Hier. Frobenium et Nic. Episcopium, 1551
257505	Itàlia. Riva del Garda		1562	Ripae : ad instantiam Baptistae Bozzolae, 1562
257507	Itàlia. Brescia		1563	Brixiae : ad instantiam Io. Baptistae Bozolae, 1563
257509	Itàlia. Pàdua		1562?	Patavii : apud Laurentium Pasquatium &amp; Socios, [1562?]
257510	Espanya. Granada		1571	Granatae : apud Hugonem Menam, 1571
257511	Itàlia. Bolonya		1565	Bononiae : Apud Io. Rossium, 1565
257514	Itàlia. Venècia		1552	In Vinegia : appresso Gualtero Scotto, 1552
257515	Itàlia. Venècia		1551	Venetiis : apud Aldi filios, 1551
257516	Itàlia. Florència		1549	Florentiae : Laurentius Torrentinus cudebat, 1549
257517	França. París		1547	Parisiis : apud Ioannem Roigny, 1547
257520	Espanya. València		1566	Valentiae : ex officina Ioannis Mey, 1566
257521	Espanya. València		1539	Valencia : por Francisco Diaz Romano, 1539
257522	Espanya		1568?	[S.l. : s.n.], [1568?]
257523	França. París		1585	Lutetiae : apud Aegidium Beysium, 1585
257527	Espanya. València		1597	Impressa en Valencia : en casa de Pedro Patricio, 1597
257528	Espanya. València		1576?	[Valencia? : s.n.], [1576?]
257530	Itàlia. Venècia		1578	Venetiis : apud Hieronymum Polum, 1578
257531	França. Lió		1591	Lugduni : Apud Antonium de Harsy, 1591
257532	Espanya. València		1528	Impressa Valentie : Industria probi viri Joannis Joffre... : expesis domini Bernardi Albertini..., 1528
257533	França. Lió		1551	In Lione : da Mathias Bonhomme, 1551
257534	França. Lió		1549	En Lyon : por Mathias Bonhome, 1549
257535	França. Lió		1550	Lugd. : apud Mathiam Bonhomme, 1550
257540	Espanya. Sevilla		1553	Impressa en Seuilla : en casa de Martin de Montesdoca, 1553
257541	Espanya. Sevilla		1590	Impresso en Seuilla : en casa de Iuan de Leon, 1590
257542	Itàlia. Roma		1590	Romae : typographia Iacobi Tornerii, 1590
257543	Itàlia. Florència		1563	Florentiae : apud L. Torrentinum, 1563
257544	Itàlia. Florència		1562	Florentiae : [s.n.], 1562
257545	Alemanya. Augsburg		1519	Augustae Vindelicorum : in officina Sigismundi Grim ... atque Marci Vuirsung..., 1519
257548	Espanya. Toledo		1554	En Toledo : por Iuan Ferrer, 1554
257550	Espanya. Sevilla		1582	Impresso en Seuilla : por Andrea Pescioni, 1582
257551	Espanya. Barcelona		1561	Barcinone : apud Claudium Bornat, 1561
257552	Espanya. Madrid		1571	Mantuae Carpetanorum : excudebat Petrus Cosin, 1571
257553	Espanya. Alcalá de Henares		1572	Compluti : ex officina Ioannis Graciani, 1572
257554	Espanya. Alcalá de Henares	Compluti	1572	Apud Ioannem Gracianum, 1572 Compluti
257555	Espanya. Burgos		1515	Imprimiose... en la... cibdad de Burgos : por Fadrique aleman de Basilea..., 1515
257558	Espanya. Alcalá de Henares	Impressas en Alcala de Henares	1570	en casa de Andres de Angulo, 1570 Impressas en Alcala de Henares
257567	Medina del Campo		1569	En Medina del Cãpo : por Francisco del Canto, 1569
257568	Espanya. Madrid		1587	Madritij : excudebat Fraciscus Sanctius, 1587
257570	Itàlia. Riva del Garda		1562	Ripae : [s.n.], 1562
257571	Itàlia. Florència		1564	Florentiae : apud Iuntas, 1564
257572	França. París		1527	Parisiis : ex officina Claudij Cheuallonij, 1527
257574	Itàlia. Venècia		1580	Venetiis : apud Franciscum Zilettum, 1580
257575	Itàlia. Venècia		1580	Venetiis : apud Franciscum Zilettum, 1580
257576	Espanya. Pamplona		1586	En Pamplona : por Thomas Porralis, 1586
257578	França. París		1582	A Paris : A l'Oliuier de P. l'Huillier, 1582
257579	França. París		1541	Parisiis : Apud Petrum Drouart, 1541
257580	Itàlia. Venècia		1553	In Vinegia : Per Giovan Maria Bonelli, 1553
257581	Itàlia. Florència	In Firenze	1550	Appresso Lorenzo Torrentino, 1550 In Firenze
257583	Itàlia. Venècia		1523	Impressa Venetijs : per magistru[m] Jacobum Pentium de Leucho impressore, 1523
257585	Espanya. Barcelona	Barcinone	1562	apud Claudium Bornatium, 1562 Barcinone
257586	Espanya. Barcelona	Barcinone	1562	apud Claudium Bornatium, 1562 Barcinone
257587	Itàlia. Roma	Romae	1537?	apud Antonium Bladium Asulanum, [1537?] Romae
257588	França. París	Parisijs	1525	in edibus Claudij Cheuallo, 1525 Parisijs
257589	França. París		1533	Parisiis : excudebat Christianus Wechelus..., 1533
257592	Espanya. València	Valentiae	1595	apud haeredes Ioannis Nauarro, 1595 Valentiae
257594	Medina del Campo	Medina del Capo	1545	en compañia Joan de Villaquiran &amp; Pedro de Castro, 1545 Medina del Capo
257596	Espanya. Saragossa	Impresso en Çaragoça	1568	por Pierres de la Floresta, 1568 Impresso en Çaragoça
257597	Espanya. Sevilla	Seuilla	1546	en las casas de Juan Croberger, 1546 Seuilla
257598	Itàlia. Venècia	Venetiis	1510	in aedibus Bernardini Stagnini de Tridino, 1510 Venetiis
257601	Espanya. Alcalá de Henares		1516	In... Co[m]pluto quod vulgariter diciter Alcala : impressae in contubernio Arnaldi Guillelmi, 1516
257602	Espanya. Saragossa		1578	Caesaraugustae : ex officina Daminici a Partonarijs de Ursinis, 1578
257604	França. Lió		1558	Lugduni : apud Theobaldum Paganum, 1558
257605	França. Lió		1558	Lugduni : apud Theobaldum Paganum, 1558
257606	Bèlgica. Lovaina	Louanii	1544	Excudebat Servatius Zassenus, 1544 Louanii
257607	Espanya. València	En Valencia	1593	en casa de Pedro Patricio, 1593 En Valencia
257608	Espanya. València		1575	Impressa en Valencia : en casa de Pedro de Huete, 1575
257609	Espanya. València	Impressa en Valencia	1587	en casa de la viuda de Pedro de Huete ..., 1587 Impressa en Valencia
257610	Espanya. Saragossa		1583	Impressa en Çaragoça : en casa de Juan de Alterach impressor..., 1583
257611	Espanya. Salamanca	Salmanticae	1552	excudebat Andreas a portonarijs, 1552 Salmanticae
257612	Espanya. Logronyo	Lucronii	1529	[s.n.], 1529 Lucronii
257613	Espanya. Saragossa	Cesarauguste	1560	excudebat Agustinus Millan, 1560 [Cesarauguste]
257614	Espanya. Granada	Apud inclytam Granatam	1562	[s.n.], 1562 Apud inclytam Granatam
257615	Espanya. Barcelona	Barcinone	1560	ex officina Claudii Bornatii ..., 1560 Barcinone
257617	Espanya. Saragossa		1549	Caesaraugusta : in aedibus Petri Bernuz, 1549
257618	Espanya. Granada	Apud inclytam Granatam	1540	[s.n.], 1540 Apud inclytam Granatam
257620	Espanya. Antequera		1576	Antiquariae : in aedibus Aelij Antonij Nebrissensis, 1576
257621	França. París	Parisiis	1585	apud Nicolaum Niuellium, 1585 Parisiis
257622	França. París	Parisiis	1585	apud Nicolaum Niuellium, 1585 Parisiis
257623	Espanya. València		1550	Valentiae : ex officina Ioanis Mey, 1550
257625	Espanya. València		1546	Valentiae : per Ioannem Mey, 1546
257626	Espanya. València		1545	Valentiae : Ioannes May, 1545
257627	Espanya. Alcalá de Henares	en la noble Villa ... de Alcala de Henares	1536	en casa de Miguel de Eguia, 1536 en la noble Villa ... de Alcala de Henares
257628	Bèlgica. Ambers	Antuerpiae	1564	apud Ioannem Withagium, 1564 Antuerpiae
257629	Bèlgica. Ambers		1548	Vendese en Enveres : en casa de Gregorio Bontio, 1548
257630	Suïssa. Basilea		1554	Basileae : per Ioannem Heruagium, 1554
257635	Bèlgica. Ambers		1571	Antuerp. : ex prototypographia regia Christoph. Plantinus, 1571
257636	Itàlia. Venècia		1549	In Venegia : apresso Gabriel Giolito, 1549
257637	Suïssa. Basilea		1552	Basileae : [s.n.], 1552
257638	Itàlia. Venècia		1562	Venetiis : apud Vicentium Valgrisium, 1562
257639	Espanya. Saragossa	Çaragoça	1509	por industria y despensa de Gorge Coci Aleman, 1509 Çaragoça
257640	Itàlia. Pavia	Papie	1521	impressi Jacob. Paucidrapij, 1521 Papie
257641	Itàlia. Venècia	Venetiis	1535	in Officina Lucaeantonii Iuntae, 1535 Venetiis
257642	Itàlia. Roma	Romae	1573	apud Haeredes Antonij Bladij, 1573 Romae
257643	Suïssa. Ginebra		1577	Geneuae : apud Eustathium Vignon, 1577
257646	Espanya. València	En Valencia	1552	en casa de Joan de Mey Flandro, 1552 En Valencia
257648	Espanya. Saragossa		1551	Fue impresso en Çaragoça : a costas de Miguel de Çapila, 1551
257649	Bèlgica. Ambers	Antuerpiae	1550	Joan. Steelsii, 1550 Antuerpiae
257650	Espanya. Salamanca		1571	Salmanticae : in aedibus Dominici a Portonarijs : impensis Vincentij a Portonarijs, 1571
257651	Bèlgica. Ambers	Antuerpiae	1597	ex officina Martini Nutij, 1597 (Antuerpiae)
257654	França. París		1505	Venundatur Parhisiis : in vico sancti Iacobi Sub Pelicano et in monte diui Hylarii in dibus Ascensianis, 1505
257655	Espanya. Granada		1567	Granatae : apud Hugonem Menam, 1567
257656	Espanya. Granada		1566	Granatae : apud Hugonem Menam, 1566
257657	Itàlia. Milà		1569	Mediolani : apud Pacificum Pontium, 1569
257658	França. París	Parisiis	1536	Ex officina Rob. Stephani, 1536 Parisiis
257659	França. París	Parisiis	1536	Ex officina Rob. Stephani, 1536 Parisiis
257660	França. Lió		1514	Venundatur Lugduni : a Martino Boillo ..., 1514
257661	Itàlia. Roma	Romae	1526	apud F. Minitium Caluum, 1526 Romae
257662	Itàlia. Roma	Romae	1526	apud F. Minitium Caluum, 1526 Romae
257663	França. París	Parisiis	1566	apud Claudium Fremy ..., 1566 Parisiis
257664	França. París	Parisiis	1562	apud Andream Wechelum, 1562 Parisiis
257665	França. París		1570	Parisiis : apud Sebastianum Niuellium, 1570
257666	França. París	Parisiis	1545	apud Ioan Lodoicum Tiletanum, 1545 Parisiis
257667	Itàlia. Milà	Mediolani	1592	apud Io. Baotistam Colonium, 1592 Mediolani
257669	Itàlia. Venècia	Venetiis	1569	Bolognini Zalterii typis, 1569 Venetiis
257671	Suïssa. Basilea		1535	Basileae : excudebat Henricus Petrus, 1535
257672	França. París		1510?	Paris : [s.n.], [1510?]
257673	Espanya. Salamanca		1579	En Salamanca : por los herederos de Mathias Gast, 1579
257674	França. Lió		1537	[Lio?] : ex officina Theobaldi Pagani Ludunen, 1537
257676	Itàlia. Roma		1513	Rome : M. Silber, 1513
257678	Itàlia. Riva del Garda		1562	Ripae : ad instantiam Petri Antonii Alciatis, 1562
257679	França. Lió		1513	Venundatur Lugduni : a Johane huguetan ..., 1513
257681	Espanya. València	Valencia	1544	por Iuan Mey, 1544 Valencia
257682	Espanya. València	Estampat a Valencia	1538	[s.n.], 1538 Estampat a Valencia
257683	França. París		1513	In Parrhisioru academia : venundantur a Joanne Paruo &amp; Ascensio, 1513
257684	França. Lió	Lugduni	1586	apud Ioannem Stratium ..., 1586 Lugduni
257685	Alemanya. Colònia	Coloniae	1576	apud Ludouicum Alectorium &amp; haeredes Iacobi Soteris, 1576 Coloniae
257686	França. París		1585	Parisiis : apud Aegidium Gorbinum, 1585
